,TKNUM,time_SHIPPING,date_SHIPPING,LIEFERSCHEINNUMMER,SONDERFAHRT,NOTIZ,DISPLAYNAME,GELOESCHT,BEMERKUNG_GELOESCHT,ARCHIV,TRACKING_NUMMER,KLAERUNG_LS,KLAERUNG_TA,GEFAHRGUT,PO_NUMMER,ANGEKUENDIGT,unix_EINGANGSDATUM_UHRZEIT,datetime_EINGANGSDATUM_UHRZEIT,weekday_EINGANGSDATUM_UHRZEIT,date_EINGANGSDATUM_UHRZEIT,time_EINGANGSDATUM_UHRZEIT,unix_VERPACKT_DATUM_UHRZEIT,datetime_VERPACKT_DATUM_UHRZEIT,weekday_VERPACKT_DATUM_UHRZEIT,date_VERPACKT_DATUM_UHRZEIT,time_VERPACKT_DATUM_UHRZEIT,secs_VERPACKT_DATUM_UHRZEIT,unix_LIEFERSCHEIN_DATUM_UHRZEIT,datetime_LIEFERSCHEIN_DATUM_UHRZEIT,weekday_LIEFERSCHEIN_DATUM_UHRZEIT,date_LIEFERSCHEIN_DATUM_UHRZEIT,time_LIEFERSCHEIN_DATUM_UHRZEIT,secs_LIEFERSCHEIN_DATUM_UHRZEIT,unix_BEREITGESTELLT_DATUM_UHRZEIT,datetime_BEREITGESTELLT_DATUM_UHRZEIT,weekday_BEREITGESTELLT_DATUM_UHRZEIT,date_BEREITGESTELLT_DATUM_UHRZEIT,time_BEREITGESTELLT_DATUM_UHRZEIT,secs_BEREITGESTELLT_DATUM_UHRZEIT,unix_TA_DATUM_UHRZEIT,datetime_TA_DATUM_UHRZEIT,weekday_TA_DATUM_UHRZEIT,date_TA_DATUM_UHRZEIT,time_TA_DATUM_UHRZEIT,secs_TA_DATUM_UHRZEIT,unix_GELOESCHT_DATUM_UHRZEIT,datetime_GELOESCHT_DATUM_UHRZEIT,weekday_GELOESCHT_DATUM_UHRZEIT,date_GELOESCHT_DATUM_UHRZEIT,time_GELOESCHT_DATUM_UHRZEIT,secs_GELOESCHT_DATUM_UHRZEIT,unix_AUFTRAGANNAHME_DATUM_UHRZEIT,datetime_AUFTRAGANNAHME_DATUM_UHRZEIT,weekday_AUFTRAGANNAHME_DATUM_UHRZEIT,date_AUFTRAGANNAHME_DATUM_UHRZEIT,time_AUFTRAGANNAHME_DATUM_UHRZEIT,secs_AUFTRAGANNAHME_DATUM_UHRZEIT,number_AUFTRAGSNUMMER,STATUS=LS erstellt,STATUS=TA erstellt,STATUS=bereitgestellt,STATUS=in Bearbeitung,STATUS=in Klärung LS,STATUS=in Klärung TA,STATUS=verpackt,LAND=AT,LAND=AUT,LAND=BE,LAND=BR,LAND=CH,LAND=CN,LAND=CZ,LAND=DE,LAND=DK,LAND=DR,LAND=ES,LAND=FCA,LAND=FR,LAND=HU,LAND=IE,LAND=IN,LAND=IT,LAND=JP,LAND=KR,LAND=MX,LAND=NL,LAND=None,LAND=PL,LAND=RO,LAND=RU,LAND=TR,LAND=UK,LAND=US,DIENSTLEISTER=DHL,DIENSTLEISTER=None,DIENSTLEISTER=TNT,DIENSTLEISTER=UPS,PRIO=0,PRIO=1,PRIO=2,PRIO=3,VERSENDER=None,VERSENDER=PQA,VERSENDER=TEF33,VERSENDER=iSTAR (Sonderfahrt),category_AUFTRAGSNUMMER=DSGA,category_AUFTRAGSNUMMER=RBMANUSHIP,category_AUFTRAGSNUMMER=return,LAENGE_IN_CM,BREITE_IN_CM,HOEHE_IN_CM,GEWICHT_IN_KG,count_PACKSTUECKART=BEH,count_PACKSTUECKART=CAR,count_PACKSTUECKART=GBP,count_PACKSTUECKART=PAL,count_PACKSTUECKART=PKI,count_PACKSTUECKART=UNKNOWN,PACKAGE_COUNT,datetime_SHIPPING,unix_SHIPPING,weekday_SHIPPING,PROCESSING
1277,3384107,102450,20240222,1247107897,0,DAP/Schenker,XXXXXX,0, ,1, ,0.0,0.0,0.0,xxx,"01.01.00 00:00:00,000000000",1708422660.0,2024-02-20 09:51:00,1,20240220,95100,1708422720.0,2024-02-20 09:52:00,1,20240220,95200,60.0,1708495980.0,2024-02-21 06:13:00,2,20240221,61300,73320.0,1708505520.0,2024-02-21 08:52:00,2,20240221,85200,82860.0,1708525140.0,2024-02-21 14:19:00,2,20240221,141900,102480.0,-2209075200.0,1899-12-31,6,18991231,0,-3917497860.0,1708495500.0,2024-02-21 06:05:00,2,20240221,60500,72840.0,216033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,80,60,35,38.0,0,0,0,1,0,0,1,2024-02-22 10:24:50,1708597490,3,174830.0
1278,3384108,102448,20240222,1247107911,0,DAP/Schenker,XXXXXX,0, ,1, ,0.0,0.0,0.0,xxx,"01.01.00 00:00:00,000000000",1708453440.0,2024-02-20 18:24:00,1,20240220,182400,1708453560.0,2024-02-20 18:26:00,1,20240220,182600,120.0,1708497960.0,2024-02-21 06:46:00,2,20240221,64600,44520.0,1708518480.0,2024-02-21 12:28:00,2,20240221,122800,65040.0,1708525320.0,2024-02-21 14:22:00,2,20240221,142200,71880.0,-2209075200.0,1899-12-31,6,18991231,0,-3917528640.0,1708497540.0,2024-02-21 06:39:00,2,20240221,63900,44100.0,216731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,360,240,255,603.0,0,0,0,3,0,0,3,2024-02-22 10:24:48,1708597488,3,144048.0
1284,3390066,131200,20240314,1247110032,0,"30697789 C/TXC-Freigabe vorhanden
06.03. - GL angefragt",XXXXXX,0, ,0, ,1.0,1.0,0.0,.,"01.01.00 00:00:00,000000000",1709542260.0,2024-03-04 08:51:00,0,20240304,85100,1709542260.0,2024-03-04 08:51:00,0,20240304,85100,0.0,1709644560.0,2024-03-05 13:16:00,1,20240305,131600,102300.0,1709660940.0,2024-03-05 17:49:00,1,20240305,174900,118680.0,1710319380.0,2024-03-13 08:43:00,2,20240313,84300,777120.0,-2209075200.0,1899-12-31,6,18991231,0,-3918617460.0,1709549700.0,2024-03-04 10:55:00,0,20240304,105500,7440.0,217690,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,38,30,20,1.6,0,1,0,0,0,0,1,2024-03-14 13:12:00,1710421920,3,879660.0
1285,3400435,134235,20240416,1247115135,0,"alt: RBMANUSHIP-220448
FCA-Abholer
teresa.grano@omb-saleri.it
bmo2ho, Anfrage gestellt wer Abholt 09.04.2024",XXXXXX,0, ,0, ,1.0,1.0,0.0,.,"01.01.00 00:00:00,000000000",1712648340.0,2024-04-09 07:39:00,1,20240409,73900,1712648400.0,2024-04-09 07:40:00,1,20240409,74000,60.0,1712658240.0,2024-04-09 10:24:00,1,20240409,102400,9900.0,1712661420.0,2024-04-09 11:17:00,1,20240409,111700,13080.0,1712914200.0,2024-04-12 09:30:00,4,20240412,93000,265860.0,-2209075200.0,1899-12-31,6,18991231,0,-3921723540.0,1712649000.0,2024-04-09 07:50:00,1,20240409,75000,660.0,220740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,120,80,117,197.5,0,0,0,1,0,0,1,2024-04-16 13:42:35,1713274955,1,626615.0
1286,3300508,173725,20230614,1236254998,0,FCA - Abholer,XXXXXX,0, ,1,,0.0,0.0,,,,1686567960.0,2023-06-12 11:06:00,0,20230612,110600,1686568020.0,2023-06-12 11:07:00,0,20230612,110700,60.0,1686639000.0,2023-06-13 06:50:00,1,20230613,65000,71040.0,1686648180.0,2023-06-13 09:23:00,1,20230613,92300,80220.0,1686727140.0,2023-06-14 07:19:00,2,20230614,71900,159180.0,-2209075200.0,1899-12-31,6,18991231,0,-3895643160.0,1686568620.0,2023-06-12 11:17:00,0,20230612,111700,660.0,4701324360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,240,160,200,232.0,0,0,0,2,0,0,2,2023-06-14 17:37:25,1686764245,2,196285.0
1287,3298093,161935,20230607,1237406211,0,"FCA - DHL Express
",XXXXXX,0, ,1,,0.0,0.0,,,,1685692380.0,2023-06-02 07:53:00,4,20230602,75300,1685692380.0,2023-06-02 07:53:00,4,20230602,75300,0.0,1685961600.0,2023-06-05 10:40:00,0,20230605,104000,269220.0,1686078420.0,2023-06-06 19:07:00,1,20230606,190700,386040.0,1686123060.0,2023-06-07 07:31:00,2,20230607,73100,430680.0,-2209075200.0,1899-12-31,6,18991231,0,-3894767580.0,1685950320.0,2023-06-05 07:32:00,0,20230605,73200,257940.0,192533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,120,80,80,115.0,0,0,0,1,0,0,1,2023-06-07 16:19:35,1686154775,2,462395.0
1288,3307322,145604,20230704,1237409929,0,DAP - TNT,XXXXXX,0, ,1,,0.0,0.0,,,,1688145660.0,2023-06-30 17:21:00,4,20230630,172100,1688145720.0,2023-06-30 17:22:00,4,20230630,172200,60.0,1688359680.0,2023-07-03 04:48:00,0,20230703,44800,214020.0,1688362140.0,2023-07-03 05:29:00,0,20230703,52900,216480.0,1688451420.0,2023-07-04 06:17:00,1,20230704,61700,305760.0,-2209075200.0,1899-12-31,6,18991231,0,-3897220860.0,1688359320.0,2023-07-03 04:42:00,0,20230703,44200,213660.0,92355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,41,31,23,2.0,0,1,0,0,0,0,1,2023-07-04 14:56:04,1688482564,1,336904.0
1289,3307324,145606,20230704,1237409985,0,"DAP - TNT
CTX-Freigabe 30679263",XXXXXX,0, ,1,,0.0,0.0,,,,1688020020.0,2023-06-29 06:27:00,3,20230629,62700,1688020080.0,2023-06-29 06:28:00,3,20230629,62800,60.0,1688375040.0,2023-07-03 09:04:00,0,20230703,90400,355020.0,1688380620.0,2023-07-03 10:37:00,0,20230703,103700,360600.0,1688452200.0,2023-07-04 06:30:00,1,20230704,63000,432180.0,-2209075200.0,1899-12-31,6,18991231,0,-3897095220.0,1688034540.0,2023-06-29 10:29:00,3,20230629,102900,14520.0,194917,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,28,13,25,2.0,0,1,0,0,0,0,1,2023-07-04 14:56:06,1688482566,1,462546.0
1290,3362290,170823,20231208,1237433420,0,DAP-TNT,XXXXXX,0, ,1,322418931,0.0,0.0,,,,1701382140.0,2023-11-30 22:09:00,3,20231130,220900,1701382140.0,2023-11-30 22:09:00,3,20231130,220900,0.0,1701874140.0,2023-12-06 14:49:00,2,20231206,144900,492000.0,1701885900.0,2023-12-06 18:05:00,2,20231206,180500,503760.0,1701941040.0,2023-12-07 09:24:00,3,20231207,92400,558900.0,-2209075200.0,1899-12-31,6,18991231,0,-3910457340.0,1701873420.0,2023-12-06 14:37:00,2,20231206,143700,491280.0,96537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,40,30,23,15.28,0,1,0,0,0,0,1,2023-12-08 17:08:23,1702055303,4,673163.0
1291,3369894,72027,20240112,1247101270,0,"LASEK
FCA",XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1704815940.0,2024-01-09 15:59:00,1,20240109,155900,1704816000.0,2024-01-09 16:00:00,1,20240109,160000,60.0,1704875940.0,2024-01-10 08:39:00,2,20240110,83900,60000.0,1704917460.0,2024-01-10 20:11:00,2,20240110,201100,101520.0,1704969660.0,2024-01-11 10:41:00,3,20240111,104100,153720.0,-2209075200.0,1899-12-31,6,18991231,0,-3913891140.0,1704874980.0,2024-01-10 08:23:00,2,20240110,82300,59040.0,213067,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,120,80,35,65.0,0,0,0,1,0,0,1,2024-01-12 07:20:27,1705044027,4,228087.0
1292,3377952,81433,20240205,1247105074,1,"i-Star 34/32849
Collini
Flash-Europe",XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1706891280.0,2024-02-02 16:28:00,4,20240202,162800,1706891340.0,2024-02-02 16:29:00,4,20240202,162900,60.0,1706893140.0,2024-02-02 16:59:00,4,20240202,165900,1860.0,1706895660.0,2024-02-02 17:41:00,4,20240202,174100,4380.0,1707205320.0,2024-02-06 07:42:00,1,20240206,74200,314040.0,-2209075200.0,1899-12-31,6,18991231,0,-3915966480.0,1706892240.0,2024-02-02 16:44:00,4,20240202,164400,960.0,215432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,120,80,110,475.0,0,0,0,1,0,0,1,2024-02-05 08:14:33,1707120873,0,229593.0
1293,3334852,101001,20230920,1237421448,0,DAP-Schenker,XXXXXX,0, ,1, ,0.0,0.0,,,,1694765220.0,2023-09-15 08:07:00,4,20230915,80700,1694765340.0,2023-09-15 08:09:00,4,20230915,80900,120.0,1694778120.0,2023-09-15 11:42:00,4,20230915,114200,12900.0,1695035880.0,2023-09-18 11:18:00,0,20230918,111800,270660.0,1695184560.0,2023-09-20 04:36:00,2,20230920,43600,419340.0,-2209075200.0,1899-12-31,6,18991231,0,-3903840420.0,1694776920.0,2023-09-15 11:22:00,4,20230915,112200,11700.0,94264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,80,60,60,42.0,0,0,0,1,0,0,1,2023-09-20 10:10:01,1695204601,2,439381.0
1294,3334853,101003,20230920,1237421453,0,DAP-Schenker,XXXXXX,0, ,1, ,0.0,0.0,,,,1694770140.0,2023-09-15 09:29:00,4,20230915,92900,1694770140.0,2023-09-15 09:29:00,4,20230915,92900,0.0,1694779920.0,2023-09-15 12:12:00,4,20230915,121200,9780.0,1695036240.0,2023-09-18 11:24:00,0,20230918,112400,266100.0,1695184620.0,2023-09-20 04:37:00,2,20230920,43700,414480.0,-2209075200.0,1899-12-31,6,18991231,0,-3903845340.0,1694778180.0,2023-09-15 11:43:00,4,20230915,114300,8040.0,94274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,80,60,45,42.0,0,0,0,1,0,0,1,2023-09-20 10:10:03,1695204603,2,434463.0
1295,3334854,100958,20230920,1237421702,0,DAP-Schenker,XXXXXX,0, ,1, ,0.0,0.0,,,,1695029520.0,2023-09-18 09:32:00,0,20230918,93200,1695029580.0,2023-09-18 09:33:00,0,20230918,93300,60.0,1695031200.0,2023-09-18 10:00:00,0,20230918,100000,1680.0,1695103200.0,2023-09-19 06:00:00,1,20230919,60000,73680.0,1695184620.0,2023-09-20 04:37:00,2,20230920,43700,155100.0,-2209075200.0,1899-12-31,6,18991231,0,-3904104720.0,1695030300.0,2023-09-18 09:45:00,0,20230918,94500,780.0,201591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,170,80,40,95.5,0,0,0,1,0,0,1,2023-09-20 10:09:58,1695204598,2,175078.0
1296,3334855,101005,20230920,1237421720,0,FCA-Schenker,XXXXXX,0, ,1, ,0.0,0.0,,,,1695029640.0,2023-09-18 09:34:00,0,20230918,93400,1695029700.0,2023-09-18 09:35:00,0,20230918,93500,60.0,1695034860.0,2023-09-18 11:01:00,0,20230918,110100,5220.0,1695103800.0,2023-09-19 06:10:00,1,20230919,61000,74160.0,1695184620.0,2023-09-20 04:37:00,2,20230920,43700,154980.0,-2209075200.0,1899-12-31,6,18991231,0,-3904104840.0,1695033600.0,2023-09-18 10:40:00,0,20230918,104000,3960.0,202491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,120,80,150,86.0,0,0,0,1,0,0,1,2023-09-20 10:10:05,1695204605,2,174965.0
1297,3349503,190644,20231031,1237427853,0,FCA-Brucker,XXXXXX,0, ,1, ,0.0,0.0,,,,1698307980.0,2023-10-26 08:13:00,3,20231026,81300,1698308040.0,2023-10-26 08:14:00,3,20231026,81400,60.0,1698667260.0,2023-10-30 12:01:00,0,20231030,120100,359280.0,1698669420.0,2023-10-30 12:37:00,0,20231030,123700,361440.0,1698673080.0,2023-10-30 13:38:00,0,20231030,133800,365100.0,-2209075200.0,1899-12-31,6,18991231,0,-3907383180.0,1698666540.0,2023-10-30 11:49:00,0,20231030,114900,358560.0,206864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,180,90,155,48.0,0,0,0,1,0,0,1,2023-10-31 19:06:44,1698779204,1,471224.0
1298,3364940,140420,20231218,1237434409,0,DHL Nr.: 954057097 - FCA - Stotz ,XXXXXX,0, ,1,1242893293,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702073760.0,2023-12-08 22:16:00,4,20231208,221600,1702073760.0,2023-12-08 22:16:00,4,20231208,221600,0.0,1702452000.0,2023-12-13 07:20:00,2,20231213,72000,378240.0,1702459920.0,2023-12-13 09:32:00,2,20231213,93200,386160.0,1702902420.0,2023-12-18 12:27:00,0,20231218,122700,828660.0,-2209075200.0,1899-12-31,6,18991231,0,-3911148960.0,1702450800.0,2023-12-13 07:00:00,2,20231213,70000,377040.0,211272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26,21,13,0.4,0,1,0,0,0,0,1,2023-12-18 14:04:20,1702908260,0,834500.0
1299,3365261,140426,20231218,1237434852,0,FCA-DHL Nr.: 954057097 ,XXXXXX,0, ,1,6611087055,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702619940.0,2023-12-15 05:59:00,4,20231215,55900,1702620000.0,2023-12-15 06:00:00,4,20231215,60000,60.0,1702631220.0,2023-12-15 09:07:00,4,20231215,90700,11280.0,1702684800.0,2023-12-16 00:00:00,5,20231216,0,64860.0,1702902720.0,2023-12-18 12:32:00,0,20231218,123200,282780.0,-2209075200.0,1899-12-31,6,18991231,0,-3911695140.0,1702630800.0,2023-12-15 09:00:00,4,20231215,90000,10860.0,211677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,12,0.4,0,1,0,0,0,0,1,2023-12-18 14:04:26,1702908266,0,288326.0
1300,3365262,140424,20231218,1237434851,0,FCA/  DHL Nr.: 954057097 ,XXXXXX,0, ,1,6611083371,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702619880.0,2023-12-15 05:58:00,4,20231215,55800,1702619880.0,2023-12-15 05:58:00,4,20231215,55800,0.0,1702630860.0,2023-12-15 09:01:00,4,20231215,90100,10980.0,1702684800.0,2023-12-16 00:00:00,5,20231216,0,64920.0,1702902600.0,2023-12-18 12:30:00,0,20231218,123000,282720.0,-2209075200.0,1899-12-31,6,18991231,0,-3911695080.0,1702630500.0,2023-12-15 08:55:00,4,20231215,85500,10620.0,211678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,12,0.4,0,1,0,0,0,0,1,2023-12-18 14:04:24,1702908264,0,288384.0
1301,3365263,140422,20231218,1237434850,0,FCA-DHL Nr.: 954057097 ,XXXXXX,0, ,1,6611079565,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702619760.0,2023-12-15 05:56:00,4,20231215,55600,1702619760.0,2023-12-15 05:56:00,4,20231215,55600,0.0,1702630740.0,2023-12-15 08:59:00,4,20231215,85900,10980.0,1702684800.0,2023-12-16 00:00:00,5,20231216,0,65040.0,1702902540.0,2023-12-18 12:29:00,0,20231218,122900,282780.0,-2209075200.0,1899-12-31,6,18991231,0,-3911694960.0,1702630200.0,2023-12-15 08:50:00,4,20231215,85000,10440.0,211670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,12,0.4,0,1,0,0,0,0,1,2023-12-18 14:04:22,1702908262,0,288502.0
1302,3365264,140417,20231218,1236260605,0,FCA - DHL Express - 145506698,XXXXXX,0, ,1,6523019871,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702619340.0,2023-12-15 05:49:00,4,20231215,54900,1702619340.0,2023-12-15 05:49:00,4,20231215,54900,0.0,1702630560.0,2023-12-15 08:56:00,4,20231215,85600,11220.0,1702684800.0,2023-12-16 00:00:00,5,20231216,0,65460.0,1702899180.0,2023-12-18 11:33:00,0,20231218,113300,279840.0,-2209075200.0,1899-12-31,6,18991231,0,-3911694540.0,1702630080.0,2023-12-15 08:48:00,4,20231215,84800,10740.0,4701370879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,25,20,12,0.8,0,1,0,0,0,0,1,2023-12-18 14:04:17,1702908257,0,288917.0
1304,3365284,140413,20231218,1237434906,0,"FCA - DHL
08.12. - CTX-Freigabe 30691402",XXXXXX,0, ,1,5973112950,1.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1701865380.0,2023-12-06 12:23:00,2,20231206,122300,1701865440.0,2023-12-06 12:24:00,2,20231206,122400,60.0,1702646760.0,2023-12-15 13:26:00,4,20231215,132600,781380.0,1702679220.0,2023-12-15 22:27:00,4,20231215,222700,813840.0,1702892040.0,2023-12-18 09:34:00,0,20231218,93400,1026660.0,-2209075200.0,1899-12-31,6,18991231,0,-3910940580.0,1702059720.0,2023-12-08 18:22:00,4,20231208,182200,194340.0,210809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,42,31,30,3.7,0,1,0,0,0,0,1,2023-12-18 14:04:13,1702908253,0,1042873.0
1305,3368719,203131,20240109,1247100886,0,Stuttgart - FCA - 81 Kurswagen ,XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1704484680.0,2024-01-05 19:58:00,4,20240105,195800,1704484740.0,2024-01-05 19:59:00,4,20240105,195900,60.0,1704718980.0,2024-01-08 13:03:00,0,20240108,130300,234300.0,1704796200.0,2024-01-09 10:30:00,1,20240109,103000,311520.0,1704797460.0,2024-01-09 10:51:00,1,20240109,105100,312780.0,-2209075200.0,1899-12-31,6,18991231,0,-3913559880.0,1704717780.0,2024-01-08 12:43:00,0,20240108,124300,233100.0,212799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,80,60,43,13.5,0,0,0,1,0,0,1,2024-01-09 20:31:31,1704832291,1,347611.0
1306,3369004,203133,20240109,1247100827,0,Brucker,XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1704394680.0,2024-01-04 18:58:00,3,20240104,185800,1704394680.0,2024-01-04 18:58:00,3,20240104,185800,0.0,1704707880.0,2024-01-08 09:58:00,0,20240108,95800,313200.0,1704790740.0,2024-01-09 08:59:00,1,20240109,85900,396060.0,1704793020.0,2024-01-09 09:37:00,1,20240109,93700,398340.0,-2209075200.0,1899-12-31,6,18991231,0,-3913469880.0,1704706560.0,2024-01-08 09:36:00,0,20240108,93600,311880.0,212726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,18,0.6,0,1,0,0,0,0,1,2024-01-09 20:31:33,1704832293,1,437613.0
1307,3369120,203135,20240109,1247100883,0,FCA - Brucker,XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1704484800.0,2024-01-05 20:00:00,4,20240105,200000,1704484860.0,2024-01-05 20:01:00,4,20240105,200100,60.0,1704718380.0,2024-01-08 12:53:00,0,20240108,125300,233580.0,1704796980.0,2024-01-09 10:43:00,1,20240109,104300,312180.0,1704798540.0,2024-01-09 11:09:00,1,20240109,110900,313740.0,-2209075200.0,1899-12-31,6,18991231,0,-3913560000.0,1704718080.0,2024-01-08 12:48:00,0,20240108,124800,233280.0,212798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,120,80,60,40.0,0,0,0,1,0,0,1,2024-01-09 20:31:35,1704832295,1,347495.0
1308,3353717,130041,20231113,1236259498,1,"FCA - UPS-Account: 3F 29 64 


",XXXXXX,0, ,1,1Z556V346653932882,0.0,1.0,,,,1699524180.0,2023-11-09 10:03:00,3,20231109,100300,1699524240.0,2023-11-09 10:04:00,3,20231109,100400,60.0,1699618440.0,2023-11-10 12:14:00,4,20231110,121400,94260.0,1699620600.0,2023-11-10 12:50:00,4,20231110,125000,96420.0,1699865940.0,2023-11-13 08:59:00,0,20231113,85900,341760.0,-2209075200.0,1899-12-31,6,18991231,0,-3908599380.0,1699618260.0,2023-11-10 12:11:00,4,20231110,121100,94080.0,4701361980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,40,30,20,9.45,0,1,0,0,0,0,1,2023-11-13 13:00:41,1699880441,0,356261.0
